Log,LoggingLevel,Method
ZooKeeper connection RECONNECTED. Changes to the submitted job graphs are monitored again.,info,"<org.apache.flink.runtime.jobmanager.ZooKeeperJobGraphStoreWatcher$JobGraphsPathCacheListener: void childEvent(org.apache.flink.shaded.curator5.org.apache.curator.framework.CuratorFramework,org.apache.flink.shaded.curator5.org.apache.curator.framework.recipes.cache.PathChildrenCacheEvent)>"
JobGraphsPathCacheListener initialized,info,"<org.apache.flink.runtime.jobmanager.ZooKeeperJobGraphStoreWatcher$JobGraphsPathCacheListener: void childEvent(org.apache.flink.shaded.curator5.org.apache.curator.framework.CuratorFramework,org.apache.flink.shaded.curator5.org.apache.curator.framework.recipes.cache.PathChildrenCacheEvent)>"
The metric <*> is not numeric and can\'t be aggregated.,warn,"<org.apache.flink.runtime.rest.handler.job.metrics.AbstractAggregatingMetricsHandler: org.apache.flink.runtime.rest.messages.job.metrics.AggregatedMetricsResponseBody getAggregatedMetricValues(java.util.Collection,java.util.List,org.apache.flink.runtime.rest.handler.job.metrics.AbstractAggregatingMetricsHandler$MetricAccumulatorFactory)>"
There is no SharedSlot for ExecutionSlotSharingGroup of ExecutionVertexID <*>,debug,"<org.apache.flink.runtime.scheduler.SlotSharingExecutionSlotAllocator: void cancelLogicalSlotRequest(org.apache.flink.runtime.scheduler.strategy.ExecutionVertexID,java.lang.Throwable)>"
Failed to deserialize final accumulator results.,error,<org.apache.flink.runtime.executiongraph.DefaultExecutionGraph: java.util.Map deserializeAccumulators(org.apache.flink.runtime.executiongraph.TaskExecutionStateTransition)>
State backend loader loads <*> to delegate <*>,info,"<org.apache.flink.runtime.state.StateBackendLoader: org.apache.flink.runtime.state.StateBackend fromApplicationOrConfigOrDefault(org.apache.flink.runtime.state.StateBackend,org.apache.flink.util.TernaryBoolean,org.apache.flink.configuration.Configuration,java.lang.ClassLoader,org.slf4j.Logger)>"
State backend loader loads the state backend as <*>,info,"<org.apache.flink.runtime.state.StateBackendLoader: org.apache.flink.runtime.state.StateBackend fromApplicationOrConfigOrDefault(org.apache.flink.runtime.state.StateBackend,org.apache.flink.util.TernaryBoolean,org.apache.flink.configuration.Configuration,java.lang.ClassLoader,org.slf4j.Logger)>"
Create metrics info for TaskManager <*>.,debug,"<org.apache.flink.runtime.rest.handler.taskmanager.TaskManagerDetailsHandler: org.apache.flink.runtime.rest.messages.taskmanager.TaskManagerDetailsInfo lambda$handleRequest$0(org.apache.flink.runtime.clusterframework.types.ResourceID,org.apache.flink.runtime.resourcemanager.TaskManagerInfoWithSlots)>"
No metrics for TaskManager <*>.,debug,"<org.apache.flink.runtime.rest.handler.taskmanager.TaskManagerDetailsHandler: org.apache.flink.runtime.rest.messages.taskmanager.TaskManagerDetailsInfo lambda$handleRequest$0(org.apache.flink.runtime.clusterframework.types.ResourceID,org.apache.flink.runtime.resourcemanager.TaskManagerInfoWithSlots)>"
Cannot determine code revision: Unable to read version property file.: <*>,info,<org.apache.flink.runtime.util.EnvironmentInformation$Versions: void <init>()>
Error while shutting down checkpoint services.,error,<org.apache.flink.runtime.scheduler.SchedulerBase: void shutDownCheckpointServices(org.apache.flink.api.common.JobStatus)>
"Created a new <*> for spilling of task related data to disk (joins, sorting, ...). Used directories:\n\t<*>",info,<org.apache.flink.runtime.io.disk.iomanager.IOManager: void <init>(java.lang.String[])>
Failed to offload value for job <*> to BLOB store.,warn,"<org.apache.flink.runtime.blob.BlobWriter: org.apache.flink.types.Either tryOffload(org.apache.flink.util.SerializedValue,org.apache.flink.api.common.JobID,org.apache.flink.runtime.blob.BlobWriter)>"
The task slot <*> is not present anymore and will be ignored in calculating the amount of used memory.,debug,<org.apache.flink.runtime.metrics.util.MetricUtils: long getUsedManagedMemory(org.apache.flink.runtime.taskexecutor.slot.TaskSlotTable)>
Registration at <*> (<*>) attempt <*> timed out after <*> ms,debug,"<org.apache.flink.runtime.registration.RetryingRegistration: void lambda$register$3(int,long,org.apache.flink.runtime.rpc.RpcGateway,java.lang.Void,java.lang.Throwable)>"
Registration at <*> failed due to an error,error,"<org.apache.flink.runtime.registration.RetryingRegistration: void lambda$register$3(int,long,org.apache.flink.runtime.rpc.RpcGateway,java.lang.Void,java.lang.Throwable)>"
Pausing and re-attempting registration in <*> ms,info,"<org.apache.flink.runtime.registration.RetryingRegistration: void lambda$register$3(int,long,org.apache.flink.runtime.rpc.RpcGateway,java.lang.Void,java.lang.Throwable)>"
Received wrong AcknowledgeCheckpoint message for job <*> from <*> : <*>,error,"<org.apache.flink.runtime.checkpoint.CheckpointCoordinator: boolean receiveAcknowledgeMessage(org.apache.flink.runtime.messages.checkpoint.AcknowledgeCheckpoint,java.lang.String)>"
Received acknowledge message for checkpoint <*> from task <*> of job <*> at <*>.,debug,"<org.apache.flink.runtime.checkpoint.CheckpointCoordinator: boolean receiveAcknowledgeMessage(org.apache.flink.runtime.messages.checkpoint.AcknowledgeCheckpoint,java.lang.String)>"
"Received a duplicate acknowledge message for checkpoint <*>, task <*>, job <*>, location <*>.",debug,"<org.apache.flink.runtime.checkpoint.CheckpointCoordinator: boolean receiveAcknowledgeMessage(org.apache.flink.runtime.messages.checkpoint.AcknowledgeCheckpoint,java.lang.String)>"
"Could not acknowledge the checkpoint <*> for task <*> of job <*> at <*>, because the task\'s execution attempt id was unknown. Discarding the state handle to avoid lingering state.",warn,"<org.apache.flink.runtime.checkpoint.CheckpointCoordinator: boolean receiveAcknowledgeMessage(org.apache.flink.runtime.messages.checkpoint.AcknowledgeCheckpoint,java.lang.String)>"
"Could not acknowledge the checkpoint <*> for task <*> of job <*> at <*>, because the pending checkpoint had been discarded. Discarding the state handle tp avoid lingering state.",warn,"<org.apache.flink.runtime.checkpoint.CheckpointCoordinator: boolean receiveAcknowledgeMessage(org.apache.flink.runtime.messages.checkpoint.AcknowledgeCheckpoint,java.lang.String)>"
Received late message for now expired checkpoint attempt <*> from task <*> of job <*> at <*>.,warn,"<org.apache.flink.runtime.checkpoint.CheckpointCoordinator: boolean receiveAcknowledgeMessage(org.apache.flink.runtime.messages.checkpoint.AcknowledgeCheckpoint,java.lang.String)>"
Received message for an unknown checkpoint <*> from task <*> of job <*> at <*>.,debug,"<org.apache.flink.runtime.checkpoint.CheckpointCoordinator: boolean receiveAcknowledgeMessage(org.apache.flink.runtime.messages.checkpoint.AcknowledgeCheckpoint,java.lang.String)>"
"WARNING: Thread \'<*>\' produced an uncaught exception. If you want to fail on uncaught exceptions, then configure <*> accordingly",error,"<org.apache.flink.runtime.util.ClusterUncaughtExceptionHandler: void uncaughtException(java.lang.Thread,java.lang.Throwable)>"
"<*> finishing input data, checkpoint <*>",debug,<org.apache.flink.runtime.checkpoint.channel.ChannelStateWriterImpl: void finishInput(long)>
"Shutting down cluster after job with state <*>, jobCancelled: <*>, executionMode: <*>",info,"<org.apache.flink.runtime.dispatcher.MiniDispatcher: void runPostJobGloballyTerminated(org.apache.flink.api.common.JobID,org.apache.flink.api.common.JobStatus)>"
Reaching max start worker failure rate: <*>,warn,<org.apache.flink.runtime.resourcemanager.active.ActiveResourceManager: boolean recordStartWorkerFailure()>
Memory statistics not available,warn,<org.apache.flink.runtime.io.network.netty.NettyBufferPool: void <init>(int)>
Cannot determine the size of the physical memory for Windows host (using \'wmic memorychip\'),error,<org.apache.flink.runtime.util.Hardware: long getSizeOfPhysicalMemoryForWindows()>
Exception when deleting local recovery subtask base directory <*> in subtask (<*> - <*> - <*>),warn,<org.apache.flink.runtime.state.TaskLocalStateStoreImpl: void lambda$dispose$3(java.util.Collection)>
Collecting stats sample <*> of task <*>,debug,"<org.apache.flink.runtime.webmonitor.stats.TaskStatsRequestCoordinator: void handleSuccessfulResponse(int,org.apache.flink.runtime.executiongraph.ExecutionAttemptID,java.lang.Object)>"
Received late stats sample <*> of task <*>,debug,"<org.apache.flink.runtime.webmonitor.stats.TaskStatsRequestCoordinator: void handleSuccessfulResponse(int,org.apache.flink.runtime.executiongraph.ExecutionAttemptID,java.lang.Object)>"
Finished restoring from state handle: <*>.,info,<org.apache.flink.runtime.state.restore.FullSnapshotRestoreOperation$KeyGroupsIterator: void close()>
The configured or derived JVM heap memory size (<*>) is less than its recommended minimum value (<*>),warn,<org.apache.flink.runtime.util.config.memory.jobmanager.JobManagerFlinkMemoryUtils: void verifyJvmHeapSize(org.apache.flink.configuration.MemorySize)>
Registering task executor <*> under <*> at the slot manager.,info,"<org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedSlotManager: boolean registerTaskManager(org.apache.flink.runtime.resourcemanager.registration.TaskExecutorConnection,org.apache.flink.runtime.taskexecutor.SlotReport,org.apache.flink.runtime.clusterframework.types.ResourceProfile,org.apache.flink.runtime.clusterframework.types.ResourceProfile)>"
Task executor <*> was already registered.,debug,"<org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedSlotManager: boolean registerTaskManager(org.apache.flink.runtime.resourcemanager.registration.TaskExecutorConnection,org.apache.flink.runtime.taskexecutor.SlotReport,org.apache.flink.runtime.clusterframework.types.ResourceProfile,org.apache.flink.runtime.clusterframework.types.ResourceProfile)>"
"Releasing task manager <*>. The max total resource limitation <<*>, <*>> is reached.",info,"<org.apache.flink.runtime.resourcemanager.slotmanager.FineGrainedSlotManager: boolean registerTaskManager(org.apache.flink.runtime.resourcemanager.registration.TaskExecutorConnection,org.apache.flink.runtime.taskexecutor.SlotReport,org.apache.flink.runtime.clusterframework.types.ResourceProfile,org.apache.flink.runtime.clusterframework.types.ResourceProfile)>"
Error while waiting for this thread to die.,debug,<org.apache.flink.runtime.blob.BlobServer: void close()>
Shutting down connection <*>.,debug,<org.apache.flink.runtime.blob.BlobServer: void close()>
Stopped BLOB server at <*>:<*>,info,<org.apache.flink.runtime.blob.BlobServer: void close()>
Could not notify partition data available to JobManager.,error,"<org.apache.flink.runtime.taskexecutor.rpc.RpcResultPartitionConsumableNotifier: void lambda$notifyPartitionConsumable$0(org.apache.flink.runtime.taskmanager.TaskActions,org.apache.flink.runtime.messages.Acknowledge,java.lang.Throwable)>"
Operator <*> has remote state <*> from job manager and local state alternatives <*> from local state store <*>.,debug,<org.apache.flink.runtime.state.TaskStateManagerImpl: org.apache.flink.runtime.checkpoint.PrioritizedOperatorSubtaskState prioritizedOperatorState(org.apache.flink.runtime.jobgraph.OperatorID)>
process <*>,trace,<org.apache.flink.runtime.checkpoint.channel.ChannelStateWriteRequestDispatcherImpl: void dispatch(org.apache.flink.runtime.checkpoint.channel.ChannelStateWriteRequest)>
Failed to create new internal coordinator due to ,error,"<org.apache.flink.runtime.operators.coordination.RecreateOnResetOperatorCoordinator$DeferrableCoordinator: void createNewInternalCoordinator(org.apache.flink.runtime.operators.coordination.OperatorCoordinator$Context,org.apache.flink.runtime.operators.coordination.RecreateOnResetOperatorCoordinator$Provider)>"
Received response <*>.,debug,<org.apache.flink.runtime.rest.RestClient$ClientHandler: void readRawResponse(org.apache.flink.shaded.netty4.io.netty.handler.codec.http.FullHttpResponse)>
Response was not valid JSON.,error,<org.apache.flink.runtime.rest.RestClient$ClientHandler: void readRawResponse(org.apache.flink.shaded.netty4.io.netty.handler.codec.http.FullHttpResponse)>
Unexpected plain-text response: <*>,error,<org.apache.flink.runtime.rest.RestClient$ClientHandler: void readRawResponse(org.apache.flink.shaded.netty4.io.netty.handler.codec.http.FullHttpResponse)>
Response could not be read.,error,<org.apache.flink.runtime.rest.RestClient$ClientHandler: void readRawResponse(org.apache.flink.shaded.netty4.io.netty.handler.codec.http.FullHttpResponse)>
Cannot find a factory for changelog storage with name \'<*>\'.,warn,"<org.apache.flink.runtime.state.changelog.StateChangelogStorageLoader: org.apache.flink.runtime.state.changelog.StateChangelogStorage load(org.apache.flink.configuration.Configuration,org.apache.flink.runtime.metrics.groups.TaskManagerJobMetricGroup)>"
Creating a changelog storage with name \'<*>\'.,info,"<org.apache.flink.runtime.state.changelog.StateChangelogStorageLoader: org.apache.flink.runtime.state.changelog.StateChangelogStorage load(org.apache.flink.configuration.Configuration,org.apache.flink.runtime.metrics.groups.TaskManagerJobMetricGroup)>"
"Could not load Queryable State Client Proxy. Probable reason: flink-queryable-state-runtime is not in the classpath. To enable Queryable State, please move the flink-queryable-state-runtime jar from the opt to the lib folder. Cause: , <*>, ",debug,"<org.apache.flink.runtime.query.QueryableStateUtils: org.apache.flink.runtime.query.KvStateClientProxy createKvStateClientProxy(java.lang.String,java.util.Iterator,int,int,org.apache.flink.queryablestate.network.stats.KvStateRequestStats)>"
"Could not load Queryable State Client Proxy. Probable reason: flink-queryable-state-runtime is not in the classpath. To enable Queryable State, please move the flink-queryable-state-runtime jar from the opt to the lib folder.",info,"<org.apache.flink.runtime.query.QueryableStateUtils: org.apache.flink.runtime.query.KvStateClientProxy createKvStateClientProxy(java.lang.String,java.util.Iterator,int,int,org.apache.flink.queryablestate.network.stats.KvStateRequestStats)>"
Queryable State Client Proxy could not be created: ,error,"<org.apache.flink.runtime.query.QueryableStateUtils: org.apache.flink.runtime.query.KvStateClientProxy createKvStateClientProxy(java.lang.String,java.util.Iterator,int,int,org.apache.flink.queryablestate.network.stats.KvStateRequestStats)>"
Failed to instantiate the Queryable State Client Proxy.,error,"<org.apache.flink.runtime.query.QueryableStateUtils: org.apache.flink.runtime.query.KvStateClientProxy createKvStateClientProxy(java.lang.String,java.util.Iterator,int,int,org.apache.flink.queryablestate.network.stats.KvStateRequestStats)>"
